fips,ProbNextOcc
8099,2.02E-06
8101,6.16E-06
8103,2.02E-06
8105,2.02E-06
8107,4.24E-05
8109,2.02E-06
8111,7.76E-06
8113,4.32E-05
8115,2.02E-06
8117,4.16E-05
8119,2.02E-06
8121,2.02E-06
8123,2.53E-05
8125,2.02E-06
9001,0.00392823
9003,0.004727911
9005,0.000141648
9007,0.00033365
9009,0.004361767
9011,0.000232762
9013,4.72E-05
9015,3.74E-05
10001,6.16E-06
10003,0.002630129
10005,2.50E-05
12001,0.0003517
12003,2.02E-06
12005,6.16E-06
12007,2.02E-06
12009,0.000474295
12011,0.006003244
12013,0.000138455
12015,2.47E-05
12017,2.02E-06
12019,6.16E-06
12021,0.00028851
12023,2.02E-06
12027,2.02E-06
12029,2.02E-06
12031,0.002097757
12033,4.80E-05
12035,2.02E-06
12037,1.53E-05
12039,2.02E-06
12041,2.02E-06
12043,2.02E-06
12045,1.53E-05
12047,1.50E-05
12049,2.98E-06
12051,2.02E-06
12053,2.02E-06
12055,2.02E-06
12057,0.004794323
12059,2.02E-06
12061,2.56E-05
12063,1.50E-05
12065,1.50E-05
12067,1.50E-05
12069,4.65E-05
12071,0.000680639
12073,0.001571909
12075,2.02E-06
12077,1.50E-05
12079,2.02E-06
12081,0.000133257
12083,0.000294461
12085,2.51E-05
12086,0.009218422
12087,2.12E-06
12089,2.02E-06
12091,2.62E-05
12093,2.02E-06
12095,0.004372779
12097,0.000107178
12099,0.005091104
12101,0.00011197
12103,0.006387608
12105,0.000165952
12107,5.57E-06
12109,0.000111051
12111,2.64E-05
12113,2.70E-05
12115,0.00102336
12117,0.000278683
12119,2.60E-05
12121,2.02E-06
12123,1.50E-05
12125,1.50E-05
12127,0.000163292
12129,2.02E-06
12131,2.02E-06
12133,2.02E-06
13001,2.02E-06
13003,2.02E-06
13005,2.02E-06
13007,2.02E-06
13009,2.02E-06
13011,2.02E-06
13013,2.02E-06
13015,2.02E-06
13017,2.02E-06
13019,2.02E-06
13021,7.87E-06
13023,2.93E-06
13025,2.02E-06
13027,2.02E-06
13029,2.02E-06
13031,2.02E-06
13033,2.02E-06
13035,2.02E-06
13037,1.50E-05
13039,2.02E-06
13043,2.02E-06
13045,2.02E-06
13047,2.02E-06
13049,2.02E-06
13051,0.000137913
13053,2.61E-05
13055,2.02E-06
13057,4.63E-05
13059,2.74E-05
13061,2.02E-06
13063,0.000185385
13065,2.02E-06
13067,0.005841659
13069,2.02E-06
13071,2.02E-06
13073,2.50E-05
13075,2.02E-06
13077,6.16E-06
13079,2.02E-06
13081,2.93E-06
13083,2.02E-06
13085,2.02E-06
13087,2.02E-06
13089,0.010923315
13091,2.02E-06
13093,2.02E-06
13095,2.93E-06
13097,6.16E-06
13099,2.93E-06
13101,2.02E-06
13103,2.02E-06
13105,2.02E-06
13107,2.02E-06
13109,2.02E-06
13111,2.02E-06
13113,2.51E-05
13115,2.02E-06
13117,9.14E-05
13119,2.02E-06
13121,0.005301754
13123,2.02E-06
13125,2.02E-06
13127,2.93E-06
13129,2.02E-06
13131,2.02E-06
13133,2.02E-06
13135,0.005122859
13137,2.02E-06
13139,2.17E-05
13141,1.50E-05
13143,2.02E-06
13145,2.02E-06
13147,2.02E-06
13149,2.02E-06
13151,2.50E-05
13153,6.16E-06
13155,2.02E-06
13157,2.02E-06
13159,2.02E-06
13161,2.02E-06
13163,2.02E-06
13165,2.02E-06
13167,2.02E-06
13169,2.02E-06
13171,2.02E-06
13173,2.02E-06
13175,2.02E-06
13177,2.02E-06
13179,2.02E-06
13181,2.93E-06
13183,2.02E-06
13185,2.02E-06
13187,2.02E-06
13189,2.93E-06
13191,2.02E-06
13193,0.00239057
13195,2.02E-06
13197,2.02E-06
13199,2.02E-06
13201,2.02E-06
13205,2.02E-06
13207,2.02E-06
13209,2.02E-06
13211,2.02E-06
13213,2.02E-06
13215,2.50E-05
13217,2.02E-06
13219,2.83E-06
13221,2.02E-06
13223,6.16E-06
13225,2.02E-06
13227,2.02E-06
13229,2.02E-06
13231,2.02E-06
13233,2.02E-06
13235,2.93E-06
13237,2.02E-06
13239,2.02E-06
13241,2.02E-06
13243,2.02E-06
13245,3.40E-05
13247,3.80E-06
13249,2.02E-06
13251,2.02E-06
13253,2.93E-06
13255,2.02E-06
13257,2.93E-06
13259,1.50E-05
13261,2.02E-06
13263,3.29E-06
13265,2.02E-06
13267,1.50E-05
13269,2.02E-06
13271,1.50E-05
13273,2.93E-06
13275,2.38E-06
13277,2.02E-06
13279,2.93E-06
13281,3.65E-06
13283,2.02E-06
13285,2.02E-06
13287,2.02E-06
13289,2.02E-06
13291,2.02E-06
13293,2.02E-06
13295,2.02E-06
13297,2.02E-06
13299,2.02E-06
13301,2.93E-06
13303,2.02E-06
13305,2.02E-06
13307,2.02E-06
13309,1.50E-05
13311,2.02E-06
13313,2.02E-06
13315,1.50E-05
13317,2.02E-06
13319,2.02E-06
13321,2.02E-06
16001,0.000346406
16003,2.02E-06
16005,2.02E-06
16007,2.02E-06
16009,2.02E-06
16011,2.02E-06
16013,6.65E-06
16015,2.02E-06
16017,2.02E-06
16019,2.02E-06
16021,2.02E-06
16023,2.02E-06
16025,2.02E-06
16027,2.02E-06
16029,2.02E-06
16031,2.02E-06
16033,2.02E-06
16035,2.02E-06
16037,2.02E-06
16039,2.02E-06
16041,2.02E-06
16043,2.02E-06
16045,2.02E-06
16047,2.02E-06
16049,2.02E-06
16051,2.02E-06
16053,2.02E-06
16055,6.16E-06
16057,2.02E-06
16059,2.02E-06
16061,2.02E-06
16063,2.02E-06
16065,2.02E-06
16067,2.02E-06
16069,2.02E-06
16071,2.02E-06
16073,2.02E-06
16075,2.02E-06
16077,2.02E-06
16079,2.02E-06
16081,2.02E-06
16083,2.02E-06
16085,2.02E-06
16087,2.02E-06
17001,2.02E-06
17003,2.02E-06
17005,2.02E-06
17007,2.02E-06
17009,1.50E-05
17011,2.02E-06
17013,2.02E-06
17015,2.02E-06
17017,2.02E-06
17019,0.000112197
17021,2.02E-06
17023,2.02E-06
17025,2.02E-06
17027,2.02E-06
17029,2.02E-06
17031,0.017718716
17033,2.02E-06
17035,2.02E-06
17037,2.02E-06
17039,2.02E-06
17041,2.02E-06
17043,0.004750359
17045,2.02E-06
17047,2.02E-06
17049,2.02E-06
17051,2.02E-06
17053,2.02E-06
17055,2.02E-06
17057,2.02E-06
17059,2.02E-06
17061,2.02E-06
17063,2.02E-06
17065,2.02E-06
17067,2.02E-06
17069,2.02E-06
17071,2.02E-06
17073,2.02E-06
17075,2.02E-06
17077,2.02E-06
17079,2.02E-06
17081,2.02E-06
17083,2.02E-06
17085,2.02E-06
17087,1.50E-05
17089,0.00032058
17091,2.02E-06
17093,6.19E-06
17095,2.02E-06
17097,0.004142944
17099,2.02E-06
17101,1.50E-05
17103,2.02E-06
17105,2.02E-06
17107,2.02E-06
17109,2.02E-06
17111,0.000129595
17113,2.50E-05
17115,2.02E-06
17117,2.02E-06
17119,4.62E-05
17121,2.02E-06
17123,2.02E-06
17125,2.02E-06
17127,2.02E-06
17129,2.02E-06
17131,2.02E-06
17133,2.02E-06
17135,2.02E-06
17137,2.02E-06
17139,2.02E-06
17141,2.02E-06
17143,2.50E-05
17145,2.02E-06
17147,2.12E-06
17149,2.02E-06
17151,2.02E-06
17153,2.02E-06
17155,2.02E-06
17157,2.02E-06
17159,2.02E-06
17161,0.000206069
17163,4.61E-05
17165,2.02E-06
17167,4.61E-05
17169,2.02E-06
17171,2.02E-06
17173,2.02E-06
17175,2.02E-06
17177,2.02E-06
17179,2.02E-06
17181,2.02E-06
17183,2.02E-06
17185,2.02E-06
17187,2.02E-06
17189,2.02E-06
17191,2.02E-06
17193,2.02E-06
17195,2.02E-06
17197,0.001126197
17199,2.02E-06
17201,0.000268285
17203,2.02E-06
18001,2.02E-06
18003,0.000107068
18005,2.02E-06
18007,2.02E-06
18009,2.02E-06
18011,7.79E-05
18013,2.02E-06
18015,2.02E-06
18017,2.02E-06
18019,2.02E-06
18021,2.02E-06
18023,2.02E-06
18025,2.02E-06
18027,2.02E-06
18029,2.02E-06
18031,2.02E-06
18033,2.02E-06
18035,2.02E-06
18037,2.02E-06
18039,6.16E-06
18041,2.02E-06
18043,2.02E-06
18045,2.02E-06
18047,2.02E-06
18049,2.02E-06
18051,2.02E-06
18053,2.02E-06
18055,2.02E-06
18057,0.000819487
18059,2.02E-06
18061,2.02E-06
18063,2.50E-05
18065,2.02E-06
18067,2.02E-06
18069,2.02E-06
18071,2.02E-06
18073,2.02E-06
18075,2.02E-06
18077,2.02E-06
18079,2.02E-06
18081,6.16E-06
18083,2.02E-06
18085,2.02E-06
18087,2.02E-06
18089,0.000110584
18091,2.02E-06
18093,2.02E-06
18095,2.02E-06
18097,0.007611838
18099,2.02E-06
18101,2.02E-06
18103,2.02E-06
18105,4.63E-05
18107,2.02E-06
18109,2.02E-06
18111,2.02E-06
18113,2.02E-06
18115,2.02E-06
18117,2.02E-06
18119,2.02E-06
18121,2.02E-06
18123,2.02E-06
18125,2.02E-06
18127,2.40E-05
18129,2.02E-06
18131,2.02E-06
18133,2.02E-06
18135,2.02E-06
18137,2.02E-06
18139,2.02E-06
18141,6.20E-05
18143,2.02E-06
18145,2.02E-06
18147,2.02E-06
18149,2.02E-06
18151,2.02E-06
18153,2.02E-06
18155,2.02E-06
18157,2.50E-05
18159,2.02E-06
18161,2.02E-06
18163,2.40E-05
18165,2.02E-06
18167,2.02E-06
18169,2.02E-06
18171,2.02E-06
18173,2.02E-06
18175,2.02E-06
18177,2.02E-06
18179,2.02E-06
18181,2.02E-06
18183,2.02E-06
19001,2.02E-06
19003,2.02E-06
19005,2.02E-06
19007,2.02E-06
19009,2.02E-06
19011,2.02E-06
19013,6.16E-06
19015,2.02E-06
19017,2.02E-06
19019,2.02E-06
19021,2.02E-06
19023,2.02E-06
19025,2.02E-06
19027,2.02E-06
19029,2.02E-06
19031,2.14E-06
19033,2.02E-06
19035,2.02E-06
19037,2.02E-06
19039,2.02E-06
19041,2.02E-06
19043,2.02E-06
19045,2.02E-06
19047,2.02E-06
19049,6.65E-06
19051,2.02E-06
19053,2.02E-06
19055,2.12E-06
19057,2.02E-06
19059,2.91E-06
19061,2.02E-06
19063,2.02E-06
19065,2.02E-06
19067,2.02E-06
19069,2.02E-06
19071,2.02E-06
19073,2.02E-06
19075,2.02E-06
19077,2.02E-06
19079,2.02E-06
19081,2.02E-06
19083,2.02E-06
19085,2.02E-06
19087,2.02E-06
19089,2.02E-06
19091,2.02E-06
19093,2.02E-06
19095,2.12E-06
19097,2.02E-06
19099,2.02E-06
19101,2.02E-06
19103,0.000585585
19105,2.02E-06
19107,2.02E-06
19109,2.02E-06
19111,2.02E-06
19113,3.71E-05
19115,2.02E-06
19117,2.02E-06
19119,2.02E-06
19121,2.02E-06
19123,2.02E-06
19125,2.02E-06
19127,2.02E-06
19129,2.02E-06
19131,2.02E-06
19133,2.02E-06
19135,2.02E-06
19137,2.02E-06
19139,2.02E-06
19141,2.02E-06
19143,2.02E-06
19145,2.02E-06
19147,2.02E-06
19149,2.02E-06
19151,2.02E-06
19153,0.001265245
19155,2.02E-06
19157,2.02E-06
19159,2.02E-06
19161,2.02E-06
19163,2.50E-05
19165,2.02E-06
19167,3.01E-06
19169,2.40E-05
19171,2.02E-06
19173,2.02E-06
19175,2.02E-06
19177,2.02E-06
19179,2.02E-06
19181,2.02E-06
19183,2.02E-06
19185,2.02E-06
19187,2.02E-06
19189,2.02E-06
19191,1.93E-05
19193,2.02E-06
19195,2.02E-06
19197,2.02E-06
20001,2.02E-06
20003,2.02E-06
20005,2.02E-06
20007,2.02E-06
20009,2.02E-06
20011,2.02E-06
20013,2.02E-06
20015,2.02E-06
20017,2.02E-06
20019,2.02E-06
20021,2.02E-06
20023,2.02E-06
20025,2.02E-06
20027,2.02E-06
20029,2.02E-06
20031,2.02E-06
20033,2.89E-06
20035,2.02E-06
20037,2.02E-06
20039,2.02E-06
20041,2.02E-06
20043,2.02E-06
20045,8.83E-05
20047,2.02E-06
20049,2.02E-06
20051,6.65E-06
20053,7.29E-05
20055,2.02E-06
20057,2.02E-06
20059,2.02E-06
20061,1.50E-05
20063,2.02E-06
20065,2.02E-06
20067,2.02E-06
20069,2.02E-06
20071,2.02E-06
20073,2.02E-06
20075,2.02E-06
20077,2.02E-06
20079,2.02E-06
20081,2.02E-06
20083,2.12E-06
20085,2.02E-06
20087,2.02E-06
20089,2.02E-06
20091,0.004973753
20093,2.02E-06
20095,2.02E-06
20097,2.02E-06
20099,2.02E-06
20101,2.02E-06
20103,2.02E-06
20105,2.02E-06
20107,2.02E-06
20109,2.02E-06
20111,2.02E-06
20113,2.04E-06
20115,2.02E-06
20117,2.02E-06
20119,2.02E-06
20121,2.02E-06
20123,2.02E-06
20125,2.02E-06
20127,2.02E-06
20129,2.02E-06
20131,2.02E-06
20133,2.02E-06
20135,2.02E-06
20137,1.50E-05
20139,2.02E-06
20141,2.02E-06
20143,2.02E-06
20145,1.50E-05
20147,2.02E-06
20149,2.02E-06
20151,2.02E-06
20153,2.02E-06
20155,2.02E-06
20157,2.02E-06
20159,2.02E-06
20161,1.27E-05
20163,2.02E-06
20165,2.02E-06
20167,2.02E-06
20169,2.02E-06
20171,2.02E-06
20173,0.001139029
20175,2.02E-06
20177,2.50E-05
20179,2.02E-06
20181,2.02E-06
20183,2.02E-06
20185,2.02E-06
20187,2.02E-06
20189,2.02E-06
20191,2.02E-06
20193,6.65E-06
20195,5.40E-05
20197,2.02E-06
20199,2.02E-06
20201,2.02E-06
20203,2.02E-06
20205,2.02E-06
20207,2.02E-06
20209,2.02E-06
21001,2.02E-06
21003,2.02E-06
21005,2.02E-06
21007,2.02E-06
21009,2.02E-06
21011,2.02E-06
21013,2.02E-06
21015,6.16E-06
21017,2.02E-06
21019,2.02E-06
21021,2.02E-06
21023,2.02E-06
21025,2.02E-06
21027,2.02E-06
21029,2.02E-06
21031,2.02E-06
21033,2.93E-06
21035,2.02E-06
21037,2.02E-06
21039,2.02E-06
21041,2.02E-06
21043,2.02E-06
21045,2.02E-06
21047,2.02E-06
21049,2.02E-06
21051,2.02E-06
21053,2.02E-06
21055,2.02E-06
21057,2.02E-06
21059,2.02E-06
21061,2.02E-06
21063,1.50E-05
21065,2.02E-06
21067,0.000623784
21069,2.02E-06
21071,2.02E-06
21073,2.02E-06
21075,2.02E-06
21077,2.02E-06
21079,2.02E-06
21081,2.02E-06
21083,2.02E-06
21085,2.02E-06
21087,2.02E-06
21089,2.02E-06
21091,2.02E-06
21093,2.02E-06
21095,2.02E-06
21097,2.02E-06
21099,2.02E-06
21101,2.02E-06
21103,2.02E-06
21105,2.93E-06
21107,2.02E-06
21109,2.02E-06
21111,0.004308152
21113,2.02E-06
21115,2.02E-06
21117,2.46E-05
21119,2.02E-06
21121,2.02E-06
21123,2.02E-06
21125,2.02E-06
21127,2.02E-06
21129,2.02E-06
21131,2.02E-06
21133,2.02E-06
21135,2.02E-06
21137,2.02E-06
21139,2.02E-06
21141,2.02E-06
21143,1.50E-05
21145,2.02E-06
21147,2.02E-06
21149,2.02E-06
21151,2.02E-06
21153,2.02E-06
21155,2.02E-06
21157,2.02E-06
21159,2.02E-06
21161,2.02E-06
21163,2.02E-06
21165,2.02E-06
21167,2.02E-06
21169,2.02E-06
21171,2.02E-06
21173,2.02E-06
21175,2.02E-06
21177,2.02E-06
21179,2.02E-06
21181,2.02E-06
21183,2.02E-06
21185,2.02E-06
21187,2.02E-06
21189,2.93E-06
21191,2.02E-06
21193,2.02E-06
21195,2.02E-06
21197,2.02E-06
21199,2.02E-06
21201,2.02E-06
21203,2.02E-06
21205,2.02E-06
21207,2.02E-06
21209,2.02E-06
21211,2.02E-06
21213,2.02E-06
21215,2.02E-06
21217,2.02E-06
21219,2.02E-06
21221,2.02E-06
21223,2.02E-06
21225,2.02E-06
21227,6.16E-06
21229,2.02E-06
21231,2.02E-06
21233,2.02E-06
21235,2.02E-06
21237,2.02E-06
21239,2.02E-06
22001,2.02E-06
22003,1.50E-05
22005,2.02E-06
22007,2.02E-06
22009,2.02E-06
22011,2.98E-06
22013,2.02E-06
22015,6.16E-06
22017,2.58E-05
22019,5.85E-05
22021,2.02E-06
22023,6.48E-05
22025,2.02E-06
22027,2.02E-06
22029,2.02E-06
22031,2.02E-06
22033,0.000374265
22035,1.50E-05
22037,1.50E-05
22039,2.02E-06
22041,2.02E-06
22043,1.50E-05
22045,2.98E-06
22047,2.02E-06
22049,2.02E-06
22051,0.000119547
22053,2.98E-06
22055,2.50E-05
22057,2.98E-06
22059,2.02E-06
22061,2.02E-06
22063,2.02E-06
22065,3.51E-05
22067,2.02E-06
22069,2.02E-06
22071,0.001288276
22073,6.16E-06
22075,2.02E-06
22077,2.02E-06
22079,2.02E-06
22081,2.02E-06
22083,2.02E-06
22085,2.98E-06
22087,2.02E-06
22089,3.05E-06
22091,2.02E-06
22093,2.02E-06
22095,2.02E-06
22097,2.02E-06
22099,2.02E-06
22101,2.98E-06
22103,4.65E-05
22105,2.02E-06
22107,2.02E-06
22109,2.98E-06
22111,2.02E-06
22113,2.98E-06
22115,2.98E-06
22117,2.02E-06
22119,2.02E-06
22121,2.02E-06
22123,2.02E-06
22125,1.50E-05
22127,2.02E-06
23001,2.02E-06
23003,2.02E-06
23005,0.004179899
23007,2.02E-06
23009,2.02E-06
23011,6.16E-06
23013,2.02E-06
23015,2.02E-06
23017,2.02E-06
23019,6.16E-06
23021,2.02E-06
23023,2.02E-06
23025,2.02E-06
23027,2.02E-06
23029,2.02E-06
23031,2.50E-05
24001,2.02E-06
24003,0.00472764
24005,0.013326564
24009,6.19E-06
24011,2.02E-06
24013,2.50E-05
24015,2.02E-06
24017,2.47E-05
24019,2.02E-06
24021,0.000622989
24023,2.02E-06
24025,0.000258393
24027,0.006141362
24029,2.02E-06
24031,0.033571532
24033,0.037984089
24035,2.02E-06
24037,6.16E-06
24039,1.50E-05
24041,3.04E-06
24043,6.16E-06
24045,2.02E-06
24047,2.02E-06
24510,0.011188565
25001,0.000354903
25003,2.50E-05
25005,0.000721538
25007,2.13E-06
25009,0.006296843
25011,6.62E-06
25013,0.001070128
25015,0.000156687
25017,0.017458055
25019,2.20E-05
25021,0.01130018
25023,0.002210325
25025,0.008643659
25027,0.005704683
26001,2.02E-06
26003,2.02E-06
26005,2.02E-06
26007,2.02E-06
26009,2.02E-06
26011,2.02E-06
26013,1.50E-05
26015,2.02E-06
26017,2.02E-06
26019,2.02E-06
26021,2.40E-05
26023,2.02E-06
26025,2.02E-06
26027,2.02E-06
26029,2.02E-06
26031,2.02E-06
26033,2.02E-06
26035,2.02E-06
26037,2.02E-06
26039,2.02E-06
26041,2.02E-06
26043,2.02E-06
26045,2.02E-06
26047,2.02E-06
26049,0.000139304
26051,2.02E-06
26053,2.02E-06
26055,6.16E-06
26057,2.02E-06
26059,2.02E-06
26061,2.02E-06
26063,2.02E-06
26065,0.000460459
26067,2.02E-06
26069,2.02E-06
26071,2.02E-06
26073,2.02E-06
26075,2.02E-06
26077,0.000135957
26079,2.02E-06
26081,0.001921138
26083,2.02E-06
26085,2.02E-06
26087,2.02E-06
26089,3.27E-06
26091,2.02E-06
26093,2.51E-05
26095,1.50E-05
26097,2.02E-06
26099,0.001434877
26101,2.02E-06
26103,2.02E-06
26105,2.02E-06
26107,2.02E-06
26109,2.02E-06
26111,6.16E-06
26113,2.02E-06
26115,2.02E-06
26117,2.02E-06
26119,2.02E-06
26121,2.02E-06
26123,2.02E-06
26125,0.007097265
26127,2.02E-06
26129,2.02E-06
26131,2.02E-06
26133,2.02E-06
26135,2.02E-06
26137,2.02E-06
26139,4.65E-05
26141,2.02E-06
26143,2.02E-06
26145,6.16E-06
26147,2.02E-06
26149,2.02E-06
26151,2.02E-06
26153,2.02E-06
26155,2.02E-06
26157,2.02E-06
26159,2.02E-06
26161,0.004219794
26163,0.013095567
26165,2.02E-06
27001,2.02E-06
27003,0.001410687
27005,2.02E-06
27007,2.02E-06
27009,2.02E-06
27011,2.02E-06
27013,7.15E-06
27015,2.12E-06
27017,2.02E-06
27019,3.50E-05
27021,2.02E-06
27023,2.02E-06
27025,2.02E-06
27027,3.01E-06
27029,2.02E-06
27031,2.13E-06
27033,2.02E-06
27035,2.02E-06
27037,0.002219083
27039,4.70E-06
27041,2.02E-06
27043,2.02E-06
27045,2.02E-06
27047,2.02E-06
27049,2.02E-06
27051,2.02E-06
27053,0.01100683
27055,2.12E-06
27057,2.02E-06
27059,2.02E-06
27061,2.02E-06
27063,2.02E-06
27065,2.02E-06
27067,2.02E-06
27069,2.02E-06
27071,2.02E-06
27073,2.02E-06
27075,2.02E-06
27077,2.12E-06
27079,2.02E-06
27081,2.02E-06
27083,3.58E-06
27085,2.12E-06
27087,2.02E-06
27089,2.02E-06
27091,2.02E-06
27093,2.02E-06
27095,2.02E-06
27097,2.02E-06
27099,2.02E-06
27101,2.02E-06
27103,7.02E-06
27105,2.02E-06
27107,2.02E-06
27109,6.95E-05
27111,2.02E-06
27113,2.63E-06
27115,2.02E-06
27117,2.02E-06
27119,2.02E-06
27121,2.02E-06
27123,0.003920183
27125,2.02E-06
27127,2.02E-06
27129,2.02E-06
27131,2.02E-06
27133,2.02E-06
27135,2.63E-06
27137,2.50E-05
27139,1.25E-05
27141,2.12E-06
27143,2.02E-06
27145,2.66E-05
27147,2.02E-06
27149,2.12E-06
27151,2.02E-06
27153,2.02E-06
27155,2.02E-06
27157,2.02E-06
27159,2.02E-06
27161,2.02E-06
27163,0.000209229
27165,2.02E-06
27167,2.02E-06
27169,3.18E-05
27171,2.12E-06
27173,2.02E-06
28001,2.02E-06
28003,2.02E-06
28005,2.02E-06
28007,2.02E-06
28009,2.02E-06
28011,2.93E-06
28013,2.02E-06
28015,2.02E-06
28017,2.02E-06
28019,2.02E-06
28021,2.93E-06
28023,2.93E-06
28025,2.93E-06
28027,2.93E-06
28029,2.02E-06
28031,2.02E-06
28033,6.16E-06
28035,2.02E-06
28037,2.02E-06
28039,2.98E-06
28041,1.53E-05
28043,2.02E-06
28045,2.98E-06
28047,2.72E-05
28049,5.77E-05
28051,2.02E-06
28053,2.02E-06
28055,1.50E-05
28057,2.02E-06
28059,7.12E-06
28061,2.98E-06
28063,2.02E-06
28065,2.02E-06
28067,2.98E-06
28069,2.02E-06
28071,2.02E-06
28073,2.02E-06
28075,2.02E-06
28077,2.02E-06
28079,2.02E-06
28081,2.02E-06
28083,2.93E-06
28085,2.02E-06
